bone_id,period_class,group_order,sentence_simple,surface_form,canonical_entity_id,canonical_name,entity_phase,entity_type,entity_subtype,entity_role,rule_hit,confidence,linked_entity_id
H14852,賓出,0,癸亥卜貞翌甲子未释自㘡至于多毓,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H14856,賓三,0,未释未释卜賓未释未释甲申未释未释未释歲未释至于多毓未释𫹉十三月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H14910,賓三,0,未释酉卜爭貞叀大未释未释示,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H14913,典賓,1,貞未释王族眔𤴨未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H14916,賓出,1,貞叀畢未释王族,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H14917,賓一,0,未释卯卜殻貞未释令未释王族未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H14917,賓一,0,未释卯卜殻貞未释令未释王族未释,王,KING_賓一,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H14919,典賓,0,庚辰卜爭貞乎王族先未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H14919,典賓,0,庚辰卜爭貞乎王族先未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H14922,賓一,0,未释未释卜殻未释乎子族先眔雷未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H14922,賓一,0,未释未释卜殻未释乎子族先眔雷未释,子,PRINCE_賓一,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H14925,未分期,0,未释子曰未释,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H14925,未分期,1,未释子曰𰄟未释,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H14928,典賓,0,未释未释卜賓貞㞢匚未释高先𫹉,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H14932,典賓,0,貞昃入王㞢匚于之亦壴,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H14938,𠂤賓,0,庚辰子𠨘㞢未释歲未释,子,PRINCE_𠂤賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H14962,未分期,0,未释王其㞢未释未释,王,KING_未分期,King (Unknown),living,human,king,agent,living_king_with_action,medium,
H14985,未分期,0,未释子卜古未释㞢未释,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15055,賓出,0,未释其㞢未释子未释牢未释,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15077,賓三,0,未释未释卜賓未释㞢于未释牢未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15087,典賓,0,未释卯卜賓未释㞢于未释一牛,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15099,典賓,0,丁酉卜殻,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15116,典賓,0,未释午卜殻未释御帚于未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15118,典賓,0,未释卯卜未释貞御子未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15149,典賓,0,王򦆗,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15149,典賓,1,王򦆗,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15168,賓三,0,辛酉卜貞翌壬戌王未释未释,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_alone,low,
H15172,典賓,0,貞其賓,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15174,典賓,0,未释弗其賓,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15178,典賓,0,貞王弗賓亡左,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15178,典賓,0,貞王弗賓亡左,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15183,典賓,0,貞叀賓爲,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15186,典賓,0,叀賓爲,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15186,典賓,1,貞勿爲賓,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15187,典賓,0,貞勿爲賓,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15242,賓三,0,未释未释卜賓未释其延未释告于未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15251,𠂤賓,0,貞王勿未释告于未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H15272,典賓,0,未释卯卜殻未释未释乎未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15273,𠂤賓,1,捪未释王未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15284,𠂤賓,0,未释申卜王未释羊祝,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15305,𠂤賓,0,未释于𰇑未释王廿未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15359,典賓,0,辰卜賓未释丁祝未释十三月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15361,賓三,0,未释賓貞未释祝叀未释未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15365,𠂤小,0,未释子未释束未释陟未释二告,子,PRINCE_𠂤小,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15380,賓三,0,未释卜爭未释乙未释未释巳陟于丁,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15382,典賓,0,未释子卜今日用未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15406,𠂤賓,0,未释王未释未释叀吉用未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15411,典賓,0,王用竹若,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15421,未分期,0,子弗其用未释,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15425,賓出,0,子未释二用未释鬯未释未释未释未释,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15446,𠂤賓,0,未释子卜叀未释未释用未释牛𠬝未释晦,子,PRINCE_𠂤賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15458,𠂤賓,0,未释王未释卒未释彡未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15461,賓出,0,癸卯貞王未释彡未释八月,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H15467,賓出,0,丙寅貞未释用子未释歲,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15468,賓三,0,未释卜爭未释用未释歲未释就,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15470,賓出,1,丙未释貞未释未释未释王未释,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H15471,典賓,0,未释殻貞未释歲未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15482,賓三,0,戊午卜爭貞未释入歲翌癸未释用,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15485,賓三,0,丁丑卜賓貞勿自魚歲卜㞢求𰚋用弗遭㞢,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15486,賓三,0,丁丑卜賓貞勿自魚歲卜㞢求𰚋未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15489,典賓,0,未释子卜爭貞未释祀夕未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15489,典賓,0,未释子卜爭貞未释祀夕未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15500,典賓,0,未释貞王未释月祀未释未释出,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15501,典賓,1,未释王未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15511,未分期,0,甲子未释貞未释延未释卒,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15512,賓出,0,庚子卜今月不延雨,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15522,賓三,1,未释卜賓未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15529,典賓,2,于甲子未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15536,典賓,0,甲子未释令尞未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15539,典賓,0,丁未释貞未释戊未释王未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15556,賓一,0,癸未卜賓貞今丁尞,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15559,典賓,0,貞叀今來甲子尞,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15567,典賓,0,己丑卜殻貞勿尞未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15568,典賓,0,甲寅卜爭貞勿尞未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15595,典賓,0,丙辰卜爭貞尞三牢,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15600,典賓,0,戊申殻翌,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15608,賓一,0,丁酉未释殻今日勿尞牢,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15609,典賓,0,壬戌卜賓貞尞未释牛,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15612,典賓,0,辛亥賓貞尞九牛,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15638,賓一,0,己巳卜殻貞四羊四豚卯四牛四,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15642,典賓,0,貞殻未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15642,典賓,1,辰卜殻貞򽰼尞十豕小羊卯未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15643,典賓,0,辛未卜王貞尞四豖四羊未释王占曰未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15647,典賓,0,甲申卜殻尞二豕二未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15647,典賓,2,卜爭未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15647,典賓,3,卜爭未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15652,𠂤賓,0,未释王尞豰未释于大甲百㞢未释五十,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15664,賓三,1,甲辰卜賓貞集其疒探,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15664,賓三,2,未释卜爭未释𫩀未释新三牢,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15667,賓三,0,爭貞未释熹未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15668,賓三,0,翌庚子喜,子,PRINCE_賓三,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15671,賓出,0,王其喜,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H15675,賓出,1,甲子卜貞焚于㞢从雨,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15693,𠂤賓,0,丁亥卜于乙子𫹉禱,子,PRINCE_𠂤賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15705,賓出,0,庚子未释貞翌丁未释𩱇𫹉于未释,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15707,賓三,0,癸卯卜爭貞翌甲辰𫹉協未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15712,賓三,0,未释未释卜賓未释甲未释疋,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15716,典賓,0,未释未释未释殻今𫹉未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15717,典賓,0,乙巳卜殻貞今日𫹉未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15721,賓三,0,癸酉卜爭貞來甲申𫹉大未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15723,典賓,0,未释戌卜殻貞來乙巳𫹉未释未释不未释鼄,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15724,典賓,0,乙子卜殻貞來辛亥𫹉,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15724,典賓,0,乙子卜殻貞來辛亥𫹉,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15724,典賓,1,戊申卜殻貞未释來未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15728,賓三,0,未释未释卜爭未释于來未释卯𫹉,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15731,典賓,1,丙申卜殻翌丁未释未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15732,典賓,0,未释甲戌卜未释貞翌乙未释未释子御,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15733,賓三,2,癸未释未释爭未释未释北,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15738,賓一,0,癸卯卜殻于翌未释򿞚𫹉尞,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15744,賓三,0,未释未释卜爭貞未释𫹉未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15745,賓出,0,未释辰未释王未释,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H15759,𠂤小,0,在未释王未释𫹉未释,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_with_action,medium,
H15774,典賓,0,庚申卜殻貞叀今勿𫹉,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15776,典賓,0,貞未释未释未释勿𫹉未释子未释河未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15790,賓出,1,庚子未释于丁未释,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15801,未分期,0,未释王未释󇱁若,王,KING_未分期,King (Unknown),living,human,king,agent,living_king_alone,low,
H15804,未分期,0,未释其弋往未释󇱁王未释亡未释,王,KING_未分期,King (Unknown),living,human,king,agent,living_king_with_action,medium,
H15805,賓三,0,丙戌未释賓貞未释丁亥王未释益󇱁未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15805,賓三,0,丙戌未释賓貞未释丁亥王未释益󇱁未释,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_alone,low,
H15814,𠂤賓,0,甲辰卜王勿尊未释𫹉,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H15816,賓三,0,丁酉卜爭貞來丁來󇰠王,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15816,賓三,0,丁酉卜爭貞來丁來󇰠王,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_alone,low,
H15821,典賓,0,戊子其򩣤叀𭑈用十月,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15822,未分期,0,未释子其򩣤叀𭑈用,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15826,賓三,2,庚戌卜賓貞翌辛亥用𰏯歲,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15833,賓出,0,丙子卜未释貞王往未释月祼未释冓雨未释,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H15833,賓出,0,丙子卜未释貞王往未释月祼未释冓雨未释,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15836,賓出,0,未释卜㞢未释非佑王祼未释,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H15857,賓出,0,未释子卜貞未释未释豚未释󿮯,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15868,𠂤小,0,未释王未释未释未释庚羊不,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H15889,典賓,1,丙子卜古貞王往未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H15889,典賓,1,丙子卜古貞王往未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H15889,典賓,2,辛巳卜賓貞于򲃷未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H15890,典賓,0,未释寅卜殻貞于翌乙卯宜,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15918,典賓,0,壬寅卜殻貞򻖷兕未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15926,𠂤賓,0,乙巳卜未释貞王畀未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H15936,𠂤小,0,未释子卜王畀君未释,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H15936,𠂤小,0,未释子卜王畀君未释,子,PRINCE_𠂤小,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15948,賓一,0,辛丑卜殻貞勿隹王未释缶,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15948,賓一,0,辛丑卜殻貞勿隹王未释缶,王,KING_賓一,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H15955,𠂤小,0,未释子卜未释未释帝未释,子,PRINCE_𠂤小,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H15989,賓三,0,未释未释未释爭未释其鼓于,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15993,未分期,0,未释未释卜爭未释不冓未释庸未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H15996,賓一,0,己未卜殻貞我舞,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15997,賓一,0,己未卜殻貞我舞,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15998,賓一,0,己未卜殻貞我舞,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H15999,典賓,0,未释未释未释殻貞我其舞㞢未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16014,賓三,0,未释申卜賓未释令瞽火古十三月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16024,賓一,0,未释賓貞未释奏二月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16661,賓三,0,癸卯卜賓貞旬亡祸二未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16661,賓三,1,癸丑卜賓貞旬亡祸三月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16668,賓三,0,癸丑卜賓貞旬亡祸四夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16668,賓三,1,癸亥卜賓貞旬亡祸四月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16668,賓三,2,癸酉卜賓貞旬亡祸五月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16668,賓三,3,癸未卜賓貞旬亡祸五夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16674,賓三,0,癸未释未释賓未释亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16674,賓三,1,癸亥卜賓貞旬未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16675,賓三,0,癸酉卜賓貞未释亡祸四未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16675,賓三,1,癸未卜賓貞旬祸五夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16675,賓三,2,癸巳卜賓貞旬亡祸五月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16675,賓三,3,癸卯卜賓貞旬亡祸五夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16688,賓三,1,癸未释爭旬未释祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16688,賓三,3,未释未释卜賓未释未释祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16689,賓三,1,癸未卜賓貞旬亡祸六月在敦,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16689,賓三,2,癸巳卜賓貞旬亡祸六月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16689,賓三,3,癸卯卜賓貞旬亡祸六月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16689,賓三,4,癸丑卜賓貞旬亡祸七月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16689,賓三,5,癸巳卜賓貞旬亡祸八月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16689,賓三,6,癸卯卜賓貞旬亡祸八月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16690,賓三,0,癸未卜爭貞旬亡祸六月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16704,賓三,0,癸未释未释爭未释旬未释祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16704,賓三,1,癸未卜爭貞旬亡祸七月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16706,賓三,0,癸未释未释爭未释旬未释祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16706,賓三,1,癸巳卜爭貞旬亡祸七月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16706,賓三,2,癸亥卜爭貞旬亡祸九月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16707,賓三,0,未释賓亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16707,賓三,1,癸丑卜賓未释旬亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16707,賓三,2,癸卯卜賓貞旬亡祸七月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16708,賓三,0,癸未释未释賓未释旬未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16711,賓三,0,癸亥卜賓貞旬亡祸七夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16712,賓三,1,癸酉卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16714,賓三,0,未释賓未释旬亡未释甲月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16716,賓三,0,未释癸亥卜賓貞旬亡祸七月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16716,賓三,1,癸酉卜賓貞旬亡祸八月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16728,典賓,0,癸未释未释殻未释旬亡,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16728,典賓,1,癸巳卜殻貞旬亡祸,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16728,典賓,2,未释未释未释殻貞旬亡祸八月,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16732,賓三,1,癸亥卜賓貞旬亡祸八月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16732,賓三,2,癸丑賓貞旬亡祸八月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16732,賓三,3,癸亥卜賓貞旬亡祸八夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16732,賓三,4,癸酉卜賓貞旬亡祸九月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16736,賓三,0,癸丑卜賓貞旬亡祸九月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16737,賓三,0,未释丑卜賓貞旬亡祸九月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16737,賓三,1,未释未释未释賓未释亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16738,賓三,0,癸未释賓未释旬未释祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16738,賓三,1,癸丑卜賓貞旬亡祸九夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16738,賓三,2,癸亥卜賓貞旬亡祸九月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16738,賓三,3,癸酉卜賓貞旬亡祸十月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16740,賓三,0,癸未释未释賓未释旬未释祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16740,賓三,1,癸亥卜賓貞旬亡祸九月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16741,賓三,0,癸巳卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16741,賓三,1,癸卯卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16741,賓三,2,癸丑卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16741,賓三,3,癸亥卜賓貞旬亡祸九月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16759,典賓,0,癸巳卜爭貞旬未释祸十一月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16764,賓三,1,癸巳卜賓貞旬亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16764,賓三,3,癸巳卜賓貞旬亡祸十二月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16767,賓三,1,癸酉卜賓貞旬亡祸十二月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16783,典賓,0,癸酉卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16784,典賓,0,癸酉卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16785,賓三,0,癸亥未释賓貞未释亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16785,賓三,1,癸酉卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16786,賓一,0,未释酉卜殻貞旬亡祸,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16790,典賓,0,癸丑卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16790,典賓,1,癸酉卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16791,賓一,0,癸酉卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16791,賓一,1,癸未卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16791,賓一,2,癸卯卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16792,賓三,0,癸酉卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16795,賓一,0,癸酉卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16795,賓一,1,癸丑卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16796,賓一,0,癸貞爭亡祸丑卜旬,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16796,賓一,1,癸亥卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16796,賓一,3,癸酉卜爭貞旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16797,賓三,0,未释酉卜爭未释旬亡祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16799,典賓,0,癸未释未释爭未释旬未释祸,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H16800,典賓,0,癸未释未释賓未释亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16800,典賓,2,未释未未释賓亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16808,典賓,0,癸未卜賓貞旬亡祸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H16809,賓一,0,癸未卜殻貞旬亡祸丙未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16811,賓一,0,癸未卜殻貞旬亡祸,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H16811,賓一,1,癸卯卜殻未释亡未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
