bone_id,group_type,group_order,period_class,sentence_simple,theme,detail_json
H00002,InscriptionSentence,0,典賓,曰協田其受年十一月,agriculture,"{""harvest_keywords"": [""受年""]}"
H00007,InscriptionSentence,3,賓三,羌未释,spatial,"{""places"": [""羌""]}"
H00008,InscriptionSentence,1,賓出,未释卜貞肇丁帝十牢,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""帝""]}"
H00010,InscriptionSentence,0,賓三,戊寅卜賓貞王往以眾黍于囧,agriculture,"{""crop_keywords"": [""黍""]}"
H00011,InscriptionSentence,3,賓三,丙午卜古貞未释眾黍于未释,agriculture,"{""crop_keywords"": [""黍""]}"
H00012,InscriptionSentence,0,賓三,貞叀小臣令眾黍一夕,agriculture,"{""crop_keywords"": [""黍""]}"
H00018,InscriptionSentence,2,典賓,壬御未释貞未释爯未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00026,InscriptionSentence,0,典賓,丁未卜爭貞勿令畢以眾伐𢀛,war,"{""keywords"": [""伐""]}"
H00027,InscriptionSentence,0,典賓,未丁卜爭貞勿令畢以眾伐𢀛,war,"{""keywords"": [""伐""]}"
H00028,InscriptionSentence,0,典賓,貞王勿令畢以眾伐𢀛方,war,"{""keywords"": [""伐""]}"
H00030,InscriptionSentence,3,賓三,甲未释賓未释厀未释丁羌,spatial,"{""places"": [""羌""]}"
H00033,InscriptionSentence,1,典賓,壬御卜򦶉貞㞢于高匕己匕庚小牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00039,InscriptionSentence,0,典賓,貞翌丁未𫹉尞于丁十小𫳅卯十勿牛八夕,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H00039,InscriptionSentence,1,典賓,貞尞告眾步于丁十未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H00064,InscriptionSentence,0,賓三,辛巳未释򧍪貞未释喪眾受方佑,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
H00138,InscriptionSentence,0,典賓,未释嚮己未寇򢬏芻逸自爻圉未释,war,"{""keywords"": [""寇""]}"
H00146,InscriptionSentence,0,典賓,未释午卜未释奠芻未释北,spatial,"{""directions"": [""北""]}"
H00155,InscriptionSentence,0,典賓,貞乎多羌逐未释獲,spatial,"{""places"": [""羌""]}"
H00156,InscriptionSentence,0,典賓,貞㞢羌未释,spatial,"{""places"": [""羌""]}"
H00156,InscriptionSentence,1,典賓,貞多羌獲,spatial,"{""places"": [""羌""]}"
H00156,InscriptionSentence,2,典賓,貞多羌不其獲,spatial,"{""places"": [""羌""]}"
H00156,InscriptionSentence,3,典賓,貞翌甲寅不雨,rain,"{""keyword"": ""雨""}"
H00156,InscriptionSentence,5,典賓,貞翌甲寅其雨,rain,"{""keyword"": ""雨""}"
H00157,InscriptionSentence,0,典賓,貞多羌獲,spatial,"{""places"": [""羌""]}"
H00159,InscriptionSentence,0,賓出,未释御未释多羌未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00159,InscriptionSentence,0,賓出,未释御未释多羌未释,spatial,"{""places"": [""羌""]}"
H00164,InscriptionSentence,0,典賓,其獲五羌圍,spatial,"{""places"": [""羌""]}"
H00165,InscriptionSentence,0,典賓,乙酉卜򧍪貞射臿獲羌,spatial,"{""places"": [""羌""]}"
H00166,InscriptionSentence,0,典賓,己酉卜殻貞臿獲羌,spatial,"{""places"": [""羌""]}"
H00167,InscriptionSentence,0,典賓,臿獲羌,spatial,"{""places"": [""羌""]}"
H00168,InscriptionSentence,0,典賓,未释臿未释羌,spatial,"{""places"": [""羌""]}"
H00169,InscriptionSentence,0,典賓,未释臿未释其未释羌,spatial,"{""places"": [""羌""]}"
H00169,InscriptionSentence,1,典賓,貞未释羌未释,spatial,"{""places"": [""羌""]}"
H00171,InscriptionSentence,0,典賓,未释未释卜殻貞戉獲羌,spatial,"{""places"": [""羌""]}"
H00172,InscriptionSentence,2,典賓,戉獲羌,spatial,"{""places"": [""羌""]}"
H00173,InscriptionSentence,1,典賓,戉獲羌,spatial,"{""places"": [""羌""]}"
H00175,InscriptionSentence,0,典賓,其獲羌,spatial,"{""places"": [""羌""]}"
H00175,InscriptionSentence,2,典賓,貞戉不其冓戎,spatial,"{""places"": [""戎""]}"
H00176,InscriptionSentence,1,典賓,貞戉獲羌,spatial,"{""places"": [""羌""]}"
H00176,InscriptionSentence,2,典賓,不其獲羌,spatial,"{""places"": [""羌""]}"
H00176,InscriptionSentence,5,典賓,貞戉不其獲羌,spatial,"{""places"": [""羌""]}"
H00177,InscriptionSentence,3,典賓,甲御卜殻貞乎畢先御尞于河,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞"", ""御""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H00177,InscriptionSentence,4,典賓,貞勿乎畢先御尞,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞"", ""御""], ""target_type"": ""other""}"
H00177,InscriptionSentence,6,典賓,貞戉不其獲羌,spatial,"{""places"": [""羌""]}"
H00177,InscriptionSentence,7,典賓,戉獲羌,spatial,"{""places"": [""羌""]}"
H00181,InscriptionSentence,1,典賓,貞師不其獲羌一,spatial,"{""places"": [""羌""]}"
H00182,InscriptionSentence,0,典賓,貞光獲羌,spatial,"{""places"": [""羌""]}"
H00183,InscriptionSentence,0,典賓,光不其獲羌,spatial,"{""places"": [""羌""]}"
H00183,InscriptionSentence,3,典賓,告于大甲且乙,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
H00184,InscriptionSentence,0,典賓,光不其獲羌,spatial,"{""places"": [""羌""]}"
H00187,InscriptionSentence,0,𠂤賓,乙丑卜弜獲圍羌二月,spatial,"{""places"": [""羌""]}"
H00192,InscriptionSentence,0,典賓,未释戌卜賓貞疋獲羌,spatial,"{""places"": [""羌""]}"
H00193,InscriptionSentence,0,典賓,未释疋獲羌,spatial,"{""places"": [""羌""]}"
H00194,InscriptionSentence,0,𠂤賓,未释寅卜未释效未释田未释其獲羌,spatial,"{""places"": [""羌""]}"
H00196,InscriptionSentence,0,典賓,未释擒獲未释羌,spatial,"{""places"": [""羌""]}"
H00198,InscriptionSentence,0,典賓,򤸘㞢獲羌,spatial,"{""places"": [""羌""]}"
H00199,InscriptionSentence,0,典賓,己卯卜爭貞今早令兔田从򮺻至于𪷾獲羌王占曰艱,spatial,"{""places"": [""羌""]}"
H00202,InscriptionSentence,0,典賓,貞兔不其多獲羌,spatial,"{""places"": [""羌""]}"
H00205,InscriptionSentence,0,典賓,貞未释登獲羌,spatial,"{""places"": [""羌""]}"
H00206,InscriptionSentence,0,𠂤賓,未释獲羌,spatial,"{""places"": [""羌""]}"
H00207,InscriptionSentence,0,典賓,貞先獲羌,spatial,"{""places"": [""羌""]}"
H00208,InscriptionSentence,0,典賓,獲羌十二月,spatial,"{""places"": [""羌""]}"
H00211,InscriptionSentence,0,典賓,獲羌,spatial,"{""places"": [""羌""]}"
H00213,InscriptionSentence,0,典賓,未释獲羌,spatial,"{""places"": [""羌""]}"
H00214,InscriptionSentence,0,典賓,未释曰吉隹己辛允獲羌,spatial,"{""places"": [""羌""]}"
H00215,InscriptionSentence,0,典賓,未释卜殻貞未释翌乙未未释獲羌,spatial,"{""places"": [""羌""]}"
H00218,InscriptionSentence,0,典賓,未释不其獲羌月,spatial,"{""places"": [""羌""]}"
H00220,InscriptionSentence,0,典賓,不其獲羌,spatial,"{""places"": [""羌""]}"
H00221,InscriptionSentence,1,典賓,貞未释不其獲羌,spatial,"{""places"": [""羌""]}"
H00222,InscriptionSentence,0,典賓,未释不未释獲羌,spatial,"{""places"": [""羌""]}"
H00224,InscriptionSentence,0,典賓,未释卜亘貞敢羌,spatial,"{""places"": [""羌""]}"
H00225,InscriptionSentence,0,典賓,未释爭貞敢未释吉其隹未释吉四日戊未释羌未释,spatial,"{""places"": [""羌""]}"
H00229,InscriptionSentence,0,賓三,辛巳未释賓貞未释甲申用目來羌自未释,spatial,"{""places"": [""羌""]}"
H00230,InscriptionSentence,0,賓三,未释亥未释工來羌未释,spatial,"{""places"": [""羌""]}"
H00233,InscriptionSentence,0,典賓,貞勿򧇞兔來羌,spatial,"{""places"": [""羌""]}"
H00237,InscriptionSentence,0,賓出,癸酉卜貞望乘來羌,spatial,"{""places"": [""羌""]}"
H00238,InscriptionSentence,0,賓出,貞卯𭆲來羌一牛,spatial,"{""places"": [""羌""]}"
H00239,InscriptionSentence,0,賓三,丁丑卜爭貞來乙酉眢用侃來羌未释自元未释五月,spatial,"{""places"": [""羌""]}"
H00242,InscriptionSentence,0,賓三,丙寅卜賓貞小來羌來甲戌㲹用,spatial,"{""places"": [""羌""]}"
H00244,InscriptionSentence,0,賓三,貞用臿來羌,spatial,"{""places"": [""羌""]}"
H00246,InscriptionSentence,0,賓三,己亥卜賓貞㲹用來羌,spatial,"{""places"": [""羌""]}"
H00247,InscriptionSentence,0,典賓,未释來羌一用,spatial,"{""places"": [""羌""]}"
H00251,InscriptionSentence,0,典賓,未释來羌未释,spatial,"{""places"": [""羌""]}"
H00252,InscriptionSentence,0,典賓,其㞢來羌,spatial,"{""places"": [""羌""]}"
H00255,InscriptionSentence,0,賓一,戊午卜古貞今來羌于未释,spatial,"{""places"": [""羌""]}"
H00257,InscriptionSentence,0,賓出,丁亥卜貞用鑊以羌十丁,spatial,"{""places"": [""羌""]}"
H00258,InscriptionSentence,0,𠂤賓,乙未卜貞𫯦獲󏔥十二月允獲十六以羌六,spatial,"{""places"": [""羌""]}"
H00259,InscriptionSentence,0,賓出,貞勿用盧以羌,spatial,"{""places"": [""羌""]}"
H00260,InscriptionSentence,0,典賓,貞未释以未释未释庚羌未释,spatial,"{""places"": [""羌""]}"
H00261,InscriptionSentence,0,典賓,辛丑卜貞畢以羌王于門尋,spatial,"{""places"": [""羌""]}"
H00262,InscriptionSentence,0,典賓,貞翌丁亥畢未释羌,spatial,"{""places"": [""羌""]}"
H00265,InscriptionSentence,0,賓出,未释午卜未释未释未释羌,spatial,"{""places"": [""羌""]}"
H00277,InscriptionSentence,1,賓三,己卯卜賓貞翌甲申用射臿以羌自㘡,spatial,"{""places"": [""羌""]}"
H00279,InscriptionSentence,0,典賓,貞多子以羌未释自高匕己匕庚于毓匕己,spatial,"{""places"": [""羌""]}"
H00280,InscriptionSentence,1,賓三,乙亥卜賓貞告以羌眢用自未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H00280,InscriptionSentence,1,賓三,乙亥卜賓貞告以羌眢用自未释,spatial,"{""places"": [""羌""]}"
H00281,InscriptionSentence,0,賓出,庚用卜貞牧以羌延于丁曾用,spatial,"{""places"": [""羌""]}"
H00281,InscriptionSentence,1,賓出,未释月其雨,rain,"{""keyword"": ""雨""}"
H00281,InscriptionSentence,2,賓出,未释雨,rain,"{""keyword"": ""雨""}"
H00282,InscriptionSentence,0,典賓,石女其以羌,spatial,"{""places"": [""羌""]}"
H00284,InscriptionSentence,0,典賓,石以羌二月,spatial,"{""places"": [""羌""]}"
H00286,InscriptionSentence,0,典賓,未释女𰀒未释以羌未释馘廿未释,spatial,"{""places"": [""羌""]}"
H00289,InscriptionSentence,0,典賓,未释以羌用,spatial,"{""places"": [""羌""]}"
H00290,InscriptionSentence,0,賓三,未释卜爭未释以羌用,spatial,"{""places"": [""羌""]}"
H00291,InscriptionSentence,0,賓三,未释爭未释以羌,spatial,"{""places"": [""羌""]}"
H00292,InscriptionSentence,1,賓三,未释未未释以羌,spatial,"{""places"": [""羌""]}"
H00298,InscriptionSentence,0,賓出,戊御未释貞五十未释百羌未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00298,InscriptionSentence,0,賓出,戊御未释貞五十未释百羌未释,spatial,"{""places"": [""羌""]}"
H00300,InscriptionSentence,0,典賓,貞御叀牛三百,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00300,InscriptionSentence,2,典賓,貞御自唐大甲大丁且乙百羌百牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""大甲"", ""大丁""]}"
H00300,InscriptionSentence,2,典賓,貞御自唐大甲大丁且乙百羌百牢,spatial,"{""places"": [""羌""]}"
H00301,InscriptionSentence,0,典賓,丁亥卜殻貞昔乙酉箙旋御大丁大甲且乙百鬯百羌卯三百未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯"", ""御""], ""target_type"": ""ancestor"", ""targets"": [""大甲"", ""大丁""]}"
H00301,InscriptionSentence,0,典賓,丁亥卜殻貞昔乙酉箙旋御大丁大甲且乙百鬯百羌卯三百未释,spatial,"{""places"": [""羌""]}"
H00306,InscriptionSentence,0,賓三,未释卜賓未释百羌殺六月,spatial,"{""places"": [""羌""]}"
H00307,InscriptionSentence,0,典賓,未释貞𫦄羌百未释,spatial,"{""places"": [""羌""]}"
H00308,InscriptionSentence,0,典賓,貞𫦄百羌,spatial,"{""places"": [""羌""]}"
H00310,InscriptionSentence,0,典賓,未释㘡五十羌八月,spatial,"{""places"": [""羌""]}"
H00312,InscriptionSentence,0,典賓,未释貞未释羌未释五十未释,spatial,"{""places"": [""羌""]}"
H00313,InscriptionSentence,1,賓出,貞翌乙亥㞢未释歲于唐卌羌卯卅牛六月,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
H00313,InscriptionSentence,1,賓出,貞翌乙亥㞢未释歲于唐卌羌卯卅牛六月,spatial,"{""places"": [""羌""]}"
H00314,InscriptionSentence,0,賓出,丁未释乙未释且乙未释卅羌未释卯未释牢未释,spatial,"{""places"": [""羌""]}"
H00315,InscriptionSentence,0,賓出,丙戌未释丁亥其未释丁㞢卅羌未释,spatial,"{""places"": [""羌""]}"
H00316,InscriptionSentence,0,賓出,未释貞卅羌卯十牢八月,spatial,"{""places"": [""羌""]}"
H00317,InscriptionSentence,0,典賓,未释于砓京羌卅卯未释牛,spatial,"{""places"": [""羌""]}"
H00319,InscriptionSentence,0,賓三,庚辰卜爭未释來丁亥未释򩦖寢㞢埶歲未释羌卅卯十未释十二月,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
H00319,InscriptionSentence,0,賓三,庚辰卜爭未释來丁亥未释򩦖寢㞢埶歲未释羌卅卯十未释十二月,spatial,"{""places"": [""羌""]}"
H00321,InscriptionSentence,0,典賓,貞卅羌卯十牢㞢五,spatial,"{""places"": [""羌""]}"
H00322,InscriptionSentence,0,賓三,未释卜賓未释御于未释卅羌未释十,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00322,InscriptionSentence,0,賓三,未释卜賓未释御于未释卅羌未释十,spatial,"{""places"": [""羌""]}"
H00323,InscriptionSentence,0,賓出,未释羌卅未释𰇑未释牛,spatial,"{""places"": [""羌""]}"
H00325,InscriptionSentence,0,賓出,未释十羌㞢五,spatial,"{""places"": [""羌""]}"
H00328,InscriptionSentence,0,賓出,未释卜貞御于丁三牢羌十,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00328,InscriptionSentence,0,賓出,未释卜貞御于丁三牢羌十,spatial,"{""places"": [""羌""]}"
H00329,InscriptionSentence,0,賓出,未释丁十羌未释未释牛,spatial,"{""places"": [""羌""]}"
H00330,InscriptionSentence,0,賓出,未释卜貞未释亥未释丁牢未释羌十,spatial,"{""places"": [""羌""]}"
H00331,InscriptionSentence,0,賓三,丁丑卜賓貞子雝其御王于丁妻二匕己嚮羊三冊羌十,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00331,InscriptionSentence,0,賓三,丁丑卜賓貞子雝其御王于丁妻二匕己嚮羊三冊羌十,spatial,"{""places"": [""羌""]}"
H00335,InscriptionSentence,0,典賓,貞翌未释子畢其束子十羌十牢未释,spatial,"{""places"": [""羌""]}"
H00342,InscriptionSentence,0,賓出,未释牢㞢羌十,spatial,"{""places"": [""羌""]}"
H00344,InscriptionSentence,0,賓出,未释翌庚未释㞢于未释羌十未释牢未释,spatial,"{""places"": [""羌""]}"
H00346,InscriptionSentence,0,賓出,未释毓十羌卯三牢,spatial,"{""places"": [""羌""]}"
H00350,InscriptionSentence,0,典賓,未释十羌卯十未释,spatial,"{""places"": [""羌""]}"
H00351,InscriptionSentence,0,賓出,貞十羌未释五牛,spatial,"{""places"": [""羌""]}"
H00352,InscriptionSentence,0,賓出,癸酉未释㞢于未释羌十未释卯三牛未释,spatial,"{""places"": [""羌""]}"
H00353,InscriptionSentence,0,賓出,庚戌未释貞翌未释膠未释羌十未释,spatial,"{""places"": [""羌""]}"
H00354,InscriptionSentence,0,典賓,未释子卜未释羌十未释,spatial,"{""places"": [""羌""]}"
H00356,InscriptionSentence,1,賓出,未释𫹉匚于㘡九羌卯一牛未释,spatial,"{""places"": [""羌""]}"
H00357,InscriptionSentence,1,典賓,翌辛亥𫹉未释王亥九羌,spatial,"{""places"": [""羌""]}"
H00362,InscriptionSentence,0,賓出,貞勿御自㘡,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00362,InscriptionSentence,1,賓出,用六羌卯牢,spatial,"{""places"": [""羌""]}"
H00362,InscriptionSentence,2,賓出,未释御未释㘡,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H00363,InscriptionSentence,0,未分期,未释六羌未释,spatial,"{""places"": [""羌""]}"
H00369,InscriptionSentence,1,典賓,戊申卜殻貞五羌卯五牛,spatial,"{""places"": [""羌""]}"
H00372,InscriptionSentence,0,賓三,未释申未释貞六未释五羌未释牢七月,spatial,"{""places"": [""羌""]}"
H00373,InscriptionSentence,0,典賓,貞五羌,spatial,"{""places"": [""羌""]}"
H00374,InscriptionSentence,0,典賓,未释五羌,spatial,"{""places"": [""羌""]}"
H00377,InscriptionSentence,0,賓出,庚辰卜貞㞢于岳三羌三小牢卯三牛,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H00377,InscriptionSentence,0,賓出,庚辰卜貞㞢于岳三羌三小牢卯三牛,spatial,"{""places"": [""羌""]}"
H00377,InscriptionSentence,1,賓出,庚辰卜貞卒未释歲乍󇰠自且乙至于丁十二月,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
H00380,InscriptionSentence,0,賓三,丁卯卜爭貞㞢未释于且乙牢羌三人,spatial,"{""places"": [""羌""]}"
H00381,InscriptionSentence,0,賓出,貞翌丁未子弘其㞢于丁三羌未释牢未释,spatial,"{""places"": [""羌""]}"
H00383,InscriptionSentence,0,賓三,乙酉卜爭貞未释小乙于庭未释羌三人,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""小乙""]}"
H00383,InscriptionSentence,0,賓三,乙酉卜爭貞未释小乙于庭未释羌三人,spatial,"{""places"": [""羌""]}"
H00384,InscriptionSentence,0,賓出,己卯未释翌辛未释𫹉㞢御未释于帚未释牢三羌未释三鬯五未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯"", ""御""], ""target_type"": ""other""}"
H00384,InscriptionSentence,0,賓出,己卯未释翌辛未释𫹉㞢御未释于帚未释牢三羌未释三鬯五未释,spatial,"{""places"": [""羌""]}"
H00386,InscriptionSentence,0,典賓,己未宜未释򡭱羌未释人卯十牛左,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
H00386,InscriptionSentence,0,典賓,己未宜未释򡭱羌未释人卯十牛左,spatial,"{""directions"": [""左""], ""places"": [""羌""]}"
H00394,InscriptionSentence,0,典賓,癸酉宜于򡭱羌三人卯十牛佑,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑"", ""宜""], ""target_type"": ""other""}"
H00394,InscriptionSentence,0,典賓,癸酉宜于򡭱羌三人卯十牛佑,spatial,"{""places"": [""羌""]}"
H00398,InscriptionSentence,0,典賓,未释򡭱羌未释,spatial,"{""places"": [""羌""]}"
H00399,InscriptionSentence,0,賓出,未释于未释羌三人三未释三鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""other""}"
H00399,InscriptionSentence,0,賓出,未释于未释羌三人三未释三鬯,spatial,"{""places"": [""羌""]}"
H00400,InscriptionSentence,0,賓出,貞羌三人卯牢㞢一牛,spatial,"{""places"": [""羌""]}"
H00401,InscriptionSentence,1,賓三,未释貞翌丁巳用至告歲羌三卯牢,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲"", ""告""], ""target_type"": ""other""}"
H00401,InscriptionSentence,1,賓三,未释貞翌丁巳用至告歲羌三卯牢,spatial,"{""places"": [""羌""]}"
H00402,InscriptionSentence,0,賓出,未释丑卜貞卯三羌一牛,spatial,"{""places"": [""羌""]}"
H00403,InscriptionSentence,0,賓出,未释卯三羌未释不未释,spatial,"{""places"": [""羌""]}"
H00404,InscriptionSentence,0,賓出,未释貞三羌未释,spatial,"{""places"": [""羌""]}"
H00405,InscriptionSentence,0,典賓,未释方帝三羌,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""帝""]}"
H00405,InscriptionSentence,0,典賓,未释方帝三羌,spatial,"{""places"": [""羌""]}"
H00406,InscriptionSentence,0,賓出,未释于未释三羌未释三小𫳅未释三牛,spatial,"{""places"": [""羌""]}"
H00407,InscriptionSentence,0,賓一,三羌,spatial,"{""places"": [""羌""]}"
H00414,InscriptionSentence,2,賓出,未释卜未释𫹉父未释一羌,spatial,"{""places"": [""羌""]}"
H00417,InscriptionSentence,0,賓出,未释丑未释㞢自未释至于未释一牛未释一羌卯牢九月,spatial,"{""places"": [""羌""]}"
H00421,InscriptionSentence,1,賓出,未释貞夌未释羌未释用未释㘡,spatial,"{""places"": [""羌""]}"
H00421,InscriptionSentence,2,賓出,翌甲未释𫹉未释未释歲未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
H00421,InscriptionSentence,3,賓出,未释羌,spatial,"{""places"": [""羌""]}"
H00422,InscriptionSentence,0,賓出,未释自唐未释大丁未释乙未释羌,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""大丁""]}"
H00422,InscriptionSentence,0,賓出,未释自唐未释大丁未释乙未释羌,spatial,"{""places"": [""羌""]}"
H00426,InscriptionSentence,0,賓一,未释丑未释下乙未释羌,spatial,"{""directions"": [""下""], ""places"": [""羌""]}"
H00427,InscriptionSentence,0,𠂤賓,未释羌于且丁一月,spatial,"{""places"": [""羌""]}"
H00429,InscriptionSentence,0,賓出,未释巳卜未释㞢于丁未释羌卯未释牢,spatial,"{""places"": [""羌""]}"
H00430,InscriptionSentence,0,賓出,丙辰卜貞翌丁巳㞢羌于丁十未释,spatial,"{""places"": [""羌""]}"
H00433,InscriptionSentence,0,賓出,未释未释未释羌未释用,spatial,"{""places"": [""羌""]}"
H00435,InscriptionSentence,0,𠂤小,勿用二羌未释父未释,spatial,"{""places"": [""羌""]}"
H00435,InscriptionSentence,1,𠂤小,未释卜王未释南月未释㘡用,spatial,"{""directions"": [""南""]}"
H00437,InscriptionSentence,0,賓出,未释㞢羌父乙卯小牢,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""父乙""]}"
H00437,InscriptionSentence,0,賓出,未释㞢羌父乙卯小牢,spatial,"{""places"": [""羌""]}"
H00439,InscriptionSentence,3,賓三,卜賓貞兄丁羌用,spatial,"{""places"": [""羌""]}"
H00441,InscriptionSentence,0,典賓,貞翌丁亥𫹉于匕己羌,spatial,"{""places"": [""羌""]}"
H00442,InscriptionSentence,0,典賓,未释㞢羌未释,spatial,"{""places"": [""羌""]}"
H00443,InscriptionSentence,0,賓出,㞢未释羌未释一,spatial,"{""places"": [""羌""]}"
H00445,InscriptionSentence,0,典賓,貞翌甲寅㞢羌于兇,spatial,"{""places"": [""羌""]}"
H00446,InscriptionSentence,0,典賓,未释殻貞㞢羌未释,spatial,"{""places"": [""羌""]}"
H00450,InscriptionSentence,0,賓出,未释辰未释㞢未释羌未释夕,spatial,"{""places"": [""羌""]}"
H00451,InscriptionSentence,0,賓出,貞其用竹鼄羌叀𫹉彡用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""彡""], ""target_type"": ""other""}"
H00451,InscriptionSentence,0,賓出,貞其用竹鼄羌叀𫹉彡用,spatial,"{""places"": [""羌""]}"
H00452,InscriptionSentence,0,賓出,竹鼄羌未释眔未释伯人歸于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H00452,InscriptionSentence,0,賓出,竹鼄羌未释眔未释伯人歸于河,spatial,"{""places"": [""羌""]}"
H00453,InscriptionSentence,0,賓出,丁酉未释翌未释用未释羌,spatial,"{""places"": [""羌""]}"
H00455,InscriptionSentence,0,賓出,未释未未释貞舞未释羌用未释用二月,spatial,"{""places"": [""羌""]}"
H00460,InscriptionSentence,0,賓出,己亥卜貞叀羌用򩡩,spatial,"{""places"": [""羌""]}"
H00461,InscriptionSentence,0,典賓,貞翌辛亥勿用羌,spatial,"{""places"": [""羌""]}"
H00466,InscriptionSentence,0,典賓,丙辰卜古貞其殺羌,spatial,"{""places"": [""羌""]}"
H00466,InscriptionSentence,1,典賓,貞于庚申伐羌,war,"{""keywords"": [""伐""]}"
H00466,InscriptionSentence,1,典賓,貞于庚申伐羌,spatial,"{""places"": [""羌""]}"
H00466,InscriptionSentence,2,典賓,貞殺羌,spatial,"{""places"": [""羌""]}"
H00466,InscriptionSentence,3,典賓,貞庚申伐羌,war,"{""keywords"": [""伐""]}"
H00466,InscriptionSentence,3,典賓,貞庚申伐羌,spatial,"{""places"": [""羌""]}"
H00466,InscriptionSentence,4,典賓,貞殺羌,spatial,"{""places"": [""羌""]}"
H00466,InscriptionSentence,5,典賓,貞庚申伐羌,war,"{""keywords"": [""伐""]}"
H00466,InscriptionSentence,5,典賓,貞庚申伐羌,spatial,"{""places"": [""羌""]}"
H00467,InscriptionSentence,0,典賓,殺羌,spatial,"{""places"": [""羌""]}"
H00468,InscriptionSentence,0,未分期,貞未释羌未释伐未释,war,"{""keywords"": [""伐""]}"
H00468,InscriptionSentence,0,未分期,貞未释羌未释伐未释,spatial,"{""places"": [""羌""]}"
H00469,InscriptionSentence,0,典賓,未释翌丁巳伐羌,war,"{""keywords"": [""伐""]}"
H00469,InscriptionSentence,0,典賓,未释翌丁巳伐羌,spatial,"{""places"": [""羌""]}"
H00469,InscriptionSentence,1,典賓,于庚申伐,war,"{""keywords"": [""伐""]}"
H00471,InscriptionSentence,0,賓出,貞戊未释其򩣤羌未释殺三牢,spatial,"{""places"": [""羌""]}"
H00472,InscriptionSentence,0,賓出,未释卜貞未释򬜝未释羌,spatial,"{""places"": [""羌""]}"
H00473,InscriptionSentence,0,賓出,丁亥卜未释辛卯㞢未释三牢箙羌,spatial,"{""places"": [""羌""]}"
H00474,InscriptionSentence,0,賓一,甲午未释戉今未释匡未释羌,spatial,"{""places"": [""羌""]}"
H00475,InscriptionSentence,0,典賓,甲辰卜賓貞尞于未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H00475,InscriptionSentence,1,典賓,貞登王亥羌未释,spatial,"{""places"": [""羌""]}"
H00477,InscriptionSentence,0,賓出,未释待兔未释𫹉未释羌,spatial,"{""places"": [""羌""]}"
