bone_id,group_type,group_order,period_class,sentence_simple,theme,detail_json
HD132,InscriptionSentence,1,未分期,辛亥歲妣庚廌牝一齒御歸,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD132,InscriptionSentence,2,未分期,辛亥歲妣庚廌牝一齒御歸,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD139,InscriptionSentence,1,未分期,乙夕卜丙不雨,rain,"{""keyword"": ""雨""}"
HD139,InscriptionSentence,2,未分期,丁卜日雨,rain,"{""keyword"": ""雨""}"
HD139,InscriptionSentence,3,未分期,丁卜不雨,rain,"{""keyword"": ""雨""}"
HD139,InscriptionSentence,5,未分期,己卜叀廌牛妣庚,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD139,InscriptionSentence,6,未分期,辛卜其宜叀豕,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD139,InscriptionSentence,7,未分期,辛卜其宜叀大突,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD139,InscriptionSentence,8,未分期,辛宜򽰠妣庚,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD139,InscriptionSentence,9,未分期,庚卜在敦叀牛妣庚,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD139,InscriptionSentence,10,未分期,歲妣庚䝅,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD139,InscriptionSentence,11,未分期,歲妣庚䝅,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD142,InscriptionSentence,1,未分期,祝于伯一牛用介歲祖乙用子祝,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD142,InscriptionSentence,2,未分期,祝于二牢用未释歲祖乙用巳祝,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD142,InscriptionSentence,3,未分期,乙亥介歲祖乙二牢勿牛伯未释佑鬯一巳祝,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD142,InscriptionSentence,4,未分期,戊子歲妣庚一犬,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD142,InscriptionSentence,5,未分期,辛卯宜豕一在入,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD146,InscriptionSentence,3,未分期,庚戌卜其匄禾馬貯,agriculture,"{""crop_keywords"": [""禾""]}"
HD146,InscriptionSentence,4,未分期,庚戌卜弜匄禾馬,agriculture,"{""crop_keywords"": [""禾""]}"
HD146,InscriptionSentence,5,未分期,庚戌卜其匄禾馬貯,agriculture,"{""crop_keywords"": [""禾""]}"
HD150,InscriptionSentence,0,未分期,甲辰月歲未释未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD150,InscriptionSentence,1,未分期,己酉夕翌日𠯑妣庚艱牡一,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD154,InscriptionSentence,0,未分期,辛酉卜丁其先佑伐廼出狩,war,"{""keywords"": [""伐""]}"
HD154,InscriptionSentence,0,未分期,辛酉卜丁其先佑伐廼出狩,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD154,InscriptionSentence,1,未分期,辛酉卜丁先狩廼佑伐,war,"{""keywords"": [""伐""]}"
HD154,InscriptionSentence,1,未分期,辛酉卜丁先狩廼佑伐,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD157,InscriptionSentence,0,未分期,己巳卜巳其告未释既未释丁若,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
HD157,InscriptionSentence,1,未分期,戠牛弜告,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
HD157,InscriptionSentence,2,未分期,甲戌卜祐鬯甲且一用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""other""}"
HD157,InscriptionSentence,3,未分期,甲戌卜祐鬯祖甲二用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD157,InscriptionSentence,4,未分期,丁丑歲妣丁小𫳅,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣丁""]}"
HD157,InscriptionSentence,5,未分期,丁丑歲妣丁小𫳅,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣丁""]}"
HD159,InscriptionSentence,0,未分期,癸未卜今夕六日未释于生月佑至南子占曰其佑至未释月未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD159,InscriptionSentence,0,未分期,癸未卜今夕六日未释于生月佑至南子占曰其佑至未释月未释,spatial,"{""directions"": [""南""]}"
HD159,InscriptionSentence,1,未分期,癸未卜亡其至南,spatial,"{""directions"": [""南""]}"
HD161,InscriptionSentence,0,未分期,辛未歲祖乙艱牡一祐鬯一子祝曰毓且非曰云兕正且隹曰彔򺇾不󇰹,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD161,InscriptionSentence,1,未分期,乙亥月歲祖乙艱牝一巳祝,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD162,InscriptionSentence,0,未分期,戊卜叀奠御往妣己,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
HD162,InscriptionSentence,1,未分期,戊卜叀奠御往妣己,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
HD162,InscriptionSentence,2,未分期,歲妣庚䝅,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD162,InscriptionSentence,3,未分期,己卜自佑二且御雨,rain,"{""keyword"": ""雨""}"
HD162,InscriptionSentence,3,未分期,己卜自佑二且御雨,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
HD168,InscriptionSentence,0,未分期,其佑貯馬未释新,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD168,InscriptionSentence,1,未分期,其佑󍗡于視貯,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD169,InscriptionSentence,0,未分期,甲辰卜丁各夨于我翌日于大甲,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""大甲""]}"
HD169,InscriptionSentence,1,未分期,甲辰卜歲祖乙牢叀土牛,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD169,InscriptionSentence,1,未分期,甲辰卜歲祖乙牢叀土牛,spatial,"{""places"": [""土""]}"
HD170,InscriptionSentence,2,未分期,甲寅歲祖甲伯豭一祐鬯一皀自甶祭,ritual,"{""verb_type"": ""strong"", ""verbs"": [""祭"", ""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD170,InscriptionSentence,3,未分期,甲寅歲祖甲伯豭,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD173,InscriptionSentence,3,未分期,丙申卜巳其往未释殺妣庚用羊,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD173,InscriptionSentence,4,未分期,丙申卜子往未释歲妣庚羊一在未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD175,InscriptionSentence,0,未分期,辛酉昃歲妣庚艱牝一巳祝,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD176,InscriptionSentence,0,未分期,丁丑卜子御于妣甲𰇑牛一肘鬯巛入商𫹉在򬬘,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯"", ""御""], ""target_type"": ""ancestor"", ""targets"": [""妣甲""]}"
HD176,InscriptionSentence,1,未分期,丁丑卜子御妣甲𰇑牛一鬯一用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯"", ""御""], ""target_type"": ""ancestor"", ""targets"": [""妣甲""]}"
HD176,InscriptionSentence,2,未分期,乙酉歲未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD178,InscriptionSentence,3,未分期,癸卯月歲妣庚艱牝在入򹈗盟,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD178,InscriptionSentence,7,未分期,己酉夕伐羌一在入庚戌宜一牢發,war,"{""keywords"": [""伐""]}"
HD178,InscriptionSentence,7,未分期,己酉夕伐羌一在入庚戌宜一牢發,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD178,InscriptionSentence,7,未分期,己酉夕伐羌一在入庚戌宜一牢發,spatial,"{""places"": [""羌""]}"
HD178,InscriptionSentence,8,未分期,己酉月伐羌一在入,war,"{""keywords"": [""伐""]}"
HD178,InscriptionSentence,8,未分期,己酉月伐羌一在入,spatial,"{""places"": [""羌""]}"
HD178,InscriptionSentence,9,未分期,庚戌歲妣庚򽰟一,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD178,InscriptionSentence,10,未分期,庚戌宜一牢在入發,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD178,InscriptionSentence,12,未分期,庚戌宜一牢在入發,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD179,InscriptionSentence,0,未分期,己亥卜其佑至艱,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD179,InscriptionSentence,1,未分期,甲辰卜歲莧友祖甲彘叀子祝用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD180,InscriptionSentence,4,未分期,未释未释殺𠯑祖乙牢牝,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD180,InscriptionSentence,5,未分期,庚御歲妣庚牝一,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD180,InscriptionSentence,6,未分期,辛未歲祖甲艱牡一日,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD181,InscriptionSentence,2,未分期,甲卜巳其往田曰佑求非虞,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD181,InscriptionSentence,5,未分期,己卜其匕妣庚,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,6,未分期,己卜弜佑示妣庚其戝抔,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,7,未分期,己卜叀多臣御往于妣庚,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,8,未分期,己卜叀伯豕于妣庚佑鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,9,未分期,叀牝于妣庚,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,10,未分期,歲牡于妣庚佑鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,11,未分期,歲牡于妣庚佑鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,12,未分期,歲牡于妣庚佑鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,14,未分期,己卜丁各叀黍未释舞丁侃,agriculture,"{""crop_keywords"": [""黍""]}"
HD181,InscriptionSentence,15,未分期,己卜叀气򽰟于妣庚,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,19,未分期,辛卜其御巳馘于妣己眔妣丁,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""妣丁""]}"
HD181,InscriptionSentence,21,未分期,辛卜御巳舞抔眢一牛妣庚𰇑牢佑鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯"", ""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,22,未分期,辛卜御巳舞抔殺一牛妣庚𰇑牢佑鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯"", ""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD181,InscriptionSentence,29,未分期,歲子癸牢,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD181,InscriptionSentence,30,未分期,歲巳癸牢,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD181,InscriptionSentence,32,未分期,小牢𰄟吉貞用亡祸妣庚,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD195,InscriptionSentence,4,未分期,癸丑卜其將妣庚示于𫻨東官用,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD195,InscriptionSentence,5,未分期,乙卯歲豭祐鬯祖乙用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD196,InscriptionSentence,3,未分期,己酉歲祖甲򽰠一歲祖乙򽰠一入自󐃜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙"", ""祖甲""]}"
HD196,InscriptionSentence,4,未分期,弜佑鬯用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""other""}"
HD196,InscriptionSentence,5,未分期,庚戌歲妣庚򽰠一入自󐃜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD198,InscriptionSentence,0,未分期,乙亥歲祖乙未释祐鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD198,InscriptionSentence,1,未分期,辛卯卜巳𱀵宜至二日用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD198,InscriptionSentence,2,未分期,辛卯卜巳𱀵宜至三日不用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD198,InscriptionSentence,3,未分期,辛卯卜叀口宜未释󿰒牝亦叀牡用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD198,InscriptionSentence,4,未分期,辛卯卜巳𱀵宜叀幽廌用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD198,InscriptionSentence,5,未分期,壬辰卜巳𱀵宜佑左叀廌用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑"", ""宜""], ""target_type"": ""other""}"
HD198,InscriptionSentence,5,未分期,壬辰卜巳𱀵宜佑左叀廌用,spatial,"{""directions"": [""左""]}"
HD198,InscriptionSentence,6,未分期,中叀󿰒用,spatial,"{""directions"": [""中""]}"
HD198,InscriptionSentence,7,未分期,壬辰卜巳亦𱀵宜叀󿰒于左佑用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑"", ""宜""], ""target_type"": ""other""}"
HD198,InscriptionSentence,7,未分期,壬辰卜巳亦𱀵宜叀󿰒于左佑用,spatial,"{""directions"": [""左""]}"
HD198,InscriptionSentence,8,未分期,壬辰卜子𱀵宜叀未释未释用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD206,InscriptionSentence,1,未分期,子弜助舞戉于之若用多万佑川引祈,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD209,InscriptionSentence,0,未分期,庚申卜歲妣庚牝一子尻御往,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD215,InscriptionSentence,0,未分期,甲戌卜貞羌弗死子臣,spatial,"{""places"": [""羌""]}"
HD215,InscriptionSentence,1,未分期,庚辰歲妣庚󄵊一未释一巳祝,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD215,InscriptionSentence,2,未分期,壬申卜巳其以羌򧇚𰇑于帚若侃,spatial,"{""places"": [""羌""]}"
HD217,InscriptionSentence,1,未分期,丁未歲未释彘一在未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD217,InscriptionSentence,2,未分期,丁未歲未释彘一在未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD217,InscriptionSentence,3,未分期,未释庚雨未释,rain,"{""keyword"": ""雨""}"
HD220,InscriptionSentence,0,未分期,丁丑歲且艱牝卯䏤巳占曰未其佑至艱其戌用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑"", ""歲""], ""target_type"": ""other""}"
HD220,InscriptionSentence,1,未分期,戊寅卜子御祭疒于妣庚𰇑牝,ritual,"{""verb_type"": ""strong"", ""verbs"": [""祭"", ""御""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD220,InscriptionSentence,2,未分期,甲申歲祖甲豖一未释祝用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD220,InscriptionSentence,3,未分期,甲申歲祖甲一豭,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD220,InscriptionSentence,4,未分期,弜佑鬯用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""other""}"
HD220,InscriptionSentence,5,未分期,甲申卜叀配乎曰帚好告伯屯用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
HD223,InscriptionSentence,6,未分期,戊卜其宜卯牛,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD223,InscriptionSentence,7,未分期,戊卜歲卯牡用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD223,InscriptionSentence,8,未分期,己卜歲牛妣己用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD223,InscriptionSentence,11,未分期,己卜歲牡妣己用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD223,InscriptionSentence,12,未分期,己卜歲牡妣己用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD223,InscriptionSentence,15,未分期,未释卜弜御未释于妣己,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
HD223,InscriptionSentence,16,未分期,庚卜于翌埶殺伐,war,"{""keywords"": [""伐""]}"
HD226,InscriptionSentence,0,未分期,丁酉歲妣丁򽰠一,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣丁""]}"
HD226,InscriptionSentence,1,未分期,丁酉歲妣丁򽰠一,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣丁""]}"
HD226,InscriptionSentence,2,未分期,丁酉歲未释򽰠一,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
HD226,InscriptionSentence,3,未分期,丁巳歲毓祖乙򽰟𠯑毓祖丁彡,ritual,"{""verb_type"": ""strong"", ""verbs"": [""彡""], ""target_type"": ""ancestor"", ""targets"": [""祖乙"", ""祖丁""]}"
HD226,InscriptionSentence,4,未分期,戊往祼𫹉伐祖乙卯牡一祐鬯一廿佑伐,war,"{""keywords"": [""伐""]}"
HD226,InscriptionSentence,4,未分期,戊往祼𫹉伐祖乙卯牡一祐鬯一廿佑伐,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD226,InscriptionSentence,5,未分期,庚申歲妣庚牡一巳占曰渞未释自來多臣未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD226,InscriptionSentence,6,未分期,庚申御徵目癸子𰇑伐一人卯牢,war,"{""keywords"": [""伐""]}"
HD226,InscriptionSentence,6,未分期,庚申御徵目癸子𰇑伐一人卯牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
HD226,InscriptionSentence,7,未分期,辛酉宜未释牝眔徵豭昃򰶑,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD226,InscriptionSentence,8,未分期,辛酉宜未释牝眔馬豭,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD226,InscriptionSentence,9,未分期,庚辰卜𠯑三妣庚用牢佑牝妣庚侃用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""ancestor"", ""targets"": [""妣庚""]}"
HD228,InscriptionSentence,0,未分期,甲申叀大歲佑于祖甲不用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑"", ""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD228,InscriptionSentence,1,未分期,甲申卜叀小歲殺于祖甲用一羊,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD228,InscriptionSentence,2,未分期,甲申卜歲祖甲򽰠一用,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD228,InscriptionSentence,3,未分期,乙酉歲祖乙未释一,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD228,InscriptionSentence,4,未分期,乙酉歲祖乙未释一,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖乙""]}"
HD228,InscriptionSentence,5,未分期,丁亥卜待弜𫹉羊佑鬯癸巳用,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""other""}"
HD228,InscriptionSentence,6,未分期,丁亥卜吉牛𣐺于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,7,未分期,丁亥卜吉牛皆于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,8,未分期,吉牛于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,9,未分期,吉牛其于宜巳弗艱,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,10,未分期,丁亥卜吉牛于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,11,未分期,吉牛于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,12,未分期,丁亥卜吉牛于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,13,未分期,戊子卜吉牛其于示亡其𰶤于宜若,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,14,未分期,戊子卜吉牛于示佑󄵊來佑未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD228,InscriptionSentence,17,未分期,戊子卜佑吉牛弜𱀵于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑"", ""宜""], ""target_type"": ""other""}"
HD228,InscriptionSentence,18,未分期,辛巳卜吉牛于宜,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""other""}"
HD234,InscriptionSentence,0,未分期,丙寅月卜子佑言在宗隹侃,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""other""}"
HD237,InscriptionSentence,0,未分期,甲寅歲祖甲未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD237,InscriptionSentence,2,未分期,丁巳歲祖乙򽰟一𠯑祖丁彡,ritual,"{""verb_type"": ""strong"", ""verbs"": [""彡""], ""target_type"": ""ancestor"", ""targets"": [""祖乙"", ""祖丁""]}"
HD237,InscriptionSentence,3,未分期,甲子歲祖甲伯豭祐鬯一,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD237,InscriptionSentence,4,未分期,叀伯未释未释祖甲,ritual,"{""verb_type"": ""none"", ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD237,InscriptionSentence,5,未分期,辛未卜丁隹好令从伯戓伐卲,war,"{""keywords"": [""伐""]}"
HD237,InscriptionSentence,6,未分期,甲戌歲祖甲牢幽廌伯豭祐一鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
HD237,InscriptionSentence,7,未分期,甲戌歲祖甲牢幽廌伯豭祐二鬯,ritual,"{""verb_type"": ""strong"", ""verbs"": [""鬯""], ""target_type"": ""ancestor"", ""targets"": [""祖甲""]}"
